x	y	std_resid	colors	predicted	parallel_upper	parallel_lower	Outlier_lower	Outlier_upper
934.607525602511	1369.32594626408	-0.141191704761524	#B4EEB4	1409.33598039782	1551.02289536682	1267.64906542883	842.588320521843	1976.0836402738
692.198665507828	1318.01239952924	1.02803861376775	grey	1026.69316022173	1168.38007519072	885.006245252732	459.945500345747	1593.44082009771
781.332631212658	1351.67819495558	0.650331437228787	grey	1167.39128485898	1309.07819982797	1025.70436988998	600.643624982997	1734.13894473496
812.488219645223	889.033365791577	-1.15584798824263	grey	1216.57043704601	1358.25735201501	1074.88352207702	649.822777170033	1783.31809692199
493.992006777276	786.699404818351	0.257171986217525	#B4EEB4	713.823594131131	855.510509100126	572.136679162136	147.075934255151	1280.57125400711
1251.33611334836	2207.71361695808	1.05310004503371	grey	1909.29262388901	2050.97953885801	1767.60570892002	1342.54496401303	2476.04028376499
1046.01193535095	1852.07317301026	0.941812912614719	grey	1585.18804087757	1726.87495584657	1443.50112590858	1018.44038100159	2151.93570075355
658.558918896416	1071.82869910747	0.346665530943442	#B4EEB4	973.592759896539	1115.27967486553	831.905844927544	406.845100020559	1540.34041977252
1376.14447632098	2208.46087590405	0.360506216705887	#B4EEB4	2106.30284855964	2247.98976352864	1964.61593359065	1539.55518868366	2673.05050843562
1127.93926644304	3136.50318161634	5.01808054070042	#D0587E	1714.51047986076	1856.19739482975	1572.82356489176	1147.76281998478	2281.25813973674
911.478555102319	1427.24414602975	0.192033565826994	#B4EEB4	1372.82685900471	1514.5137739737	1231.13994403571	806.079199128728	1939.57451888069
1268.53769831351	1711.9167604327	-0.792340620186024	grey	1936.44535659025	2078.13227155925	1794.75844162126	1369.69769671427	2503.19301646623
1263.44004625991	1803.55645577048	-0.440556730107988	#B4EEB4	1928.39870368614	2070.08561865513	1786.71178871714	1361.65104381016	2495.14636356212
1246.47432449125	2056.83222349279	0.547735625634258	grey	1901.61828146333	2043.30519643232	1759.93136649433	1334.87062158735	2468.36594133931
1206.59207623003	1582.50949200681	-0.903945820062179	grey	1838.66408109427	1980.35099606326	1696.97716612527	1271.91642121829	2405.41174097025
1166.17529606128	1802.64659426653	0.0980347166200225	#B4EEB4	1774.86612115103	1916.55303612002	1633.17920618203	1208.11846127504	2341.61378102701
981.426486826983	1557.80613813478	0.263137720013526	#B4EEB4	1483.2397946134	1624.9267095824	1341.55287964441	916.49213473742	2049.98745448938
908.211200878025	1373.29919528496	0.0198672572596085	#B4EEB4	1367.66933450494	1509.35624947394	1225.98241953595	800.921674628964	1934.41699438093
885.858699696285	1693.22581391151	1.27337073669664	grey	1332.38587132282	1474.07278629182	1190.69895635383	765.638211446844	1899.13353119881
791.587906323846	982.912393770719	-0.708134767694349	grey	1183.57925500452	1325.26616997351	1041.89234003552	616.831595128536	1750.3269148805
937.62481659412	1527.6632771783	0.400758593574413	#B4EEB4	1414.09877963656	1555.78569460555	1272.41186466756	847.351119760576	1980.84643951254
620.381094529521	912.785528304147	-0.0019178461039001	#B4EEB4	913.328995699841	1055.01591066884	771.642080730846	346.581335823861	1480.07665557582
1650.68678960155	2423.86373563555	-0.408663871954993	#B4EEB4	2539.66838218872	2681.35529715772	2397.98146721973	1972.92072231274	3106.4160420647
1362.3885994915	2136.40114600772	0.182839656336971	#B4EEB4	2084.58917232697	2226.27608729596	1942.90225735797	1517.84151245099	2651.33683220295
663.067425038995	790.521019421707	-0.671157338502243	grey	980.709444924075	1122.39635989307	839.02252995508	413.961785048095	1547.45710480006
879.134549410277	1056.01164081174	-0.937842945094036	grey	1321.77178804336	1463.45870301235	1180.08487307436	755.024128167376	1888.51944791934
860.003393913034	1191.10891577287	-0.354529241629609	#B4EEB4	1291.57322479846	1433.26013976746	1149.88630982947	724.82556492248	1858.32088467444
1233.9895355009	2201.33573320243	1.12722022922579	grey	1881.91101966314	2023.59793463213	1740.22410469414	1315.16335978716	2448.65867953912
974.989280058451	1473.63687501018	0.0019699166281195	#B4EEB4	1473.07865219061	1614.76556715961	1331.39173722162	906.330992314632	2039.82631206659
1075.99555419843	1680.28021094322	0.168551111370719	#B4EEB4	1632.51723697379	1774.20415194279	1490.8303220048	1065.76957709781	2199.26489684977
991.435973395389	1449.18463255758	-0.175934222849428	#B4EEB4	1499.03978710358	1640.72670207258	1357.35287213459	932.292127227602	2065.78744697956
987.138862812605	1574.80684060967	0.291311481662326	#B4EEB4	1492.25679034611	1633.9437053151	1350.56987537711	925.509130470129	2059.00445022209
1410.58068520434	1925.53511920308	-0.829735571760907	grey	2160.66046600875	2302.34738097775	2018.97355103976	1593.91280613277	2727.40812588473
932.26870430222	1629.98514976706	0.791678621251517	grey	1405.64414678299	1547.33106175198	1263.95723181399	838.896486907007	1972.39180665897
1454.94118132886	2299.35282404156	0.242327371583015	#B4EEB4	2230.68358865728	2372.37050362627	2088.99667368828	1663.9359287813	2797.43124853326
535.374158730934	641.77067355806	-0.484782669025142	#B4EEB4	779.145395167275	920.83231013627	637.45848019828	212.397735291295	1345.89305504326
1175.38412489082	1773.98683649863	-0.0543996510545199	#B4EEB4	1789.40227396524	1931.08918893423	1647.71535899624	1222.65461408926	2356.14993384122
1037.15627315338	1699.0007336299	0.450963913756203	#B4EEB4	1571.20936222498	1712.89627719398	1429.52244725598	1004.461702349	2137.95702210096
1064.78247062319	1708.71990234571	0.331373359054955	#B4EEB4	1614.81736445089	1756.50427941988	1473.13044948189	1048.06970457491	2181.56502432687
1113.89184482796	1967.22457041732	0.970054188899701	grey	1692.33659966142	1834.02351463042	1550.64968469243	1125.58893978544	2259.0842595374
849.302964067209	1151.35689512184	-0.435204909400077	#B4EEB4	1274.68257710636	1416.36949207536	1132.99566213736	707.934917230379	1841.43023698234
900.037784899174	1573.28400044684	0.771124199306388	grey	1354.76758273152	1496.45449770052	1213.08066776253	788.019922855542	1921.5152426075
694.427385067873	-390.875475197269	-5.01488324998278	#4C62AB	1030.21119804223	1171.89811301122	888.524283073232	463.463538166246	1596.95885791821
678.462632057327	985.197321705419	-0.0699199537842209	#B4EEB4	1005.01080679834	1146.69772176734	863.323891829346	438.263146922361	1571.75846667432
1091.05859242128	1441.40255006754	-0.758332975873126	grey	1656.29426980898	1797.98118477798	1514.60735483999	1089.546609933	2223.04192968496
1134.46293358883	1483.86536220634	-0.850264606263761	grey	1724.80810014402	1866.49501511301	1583.12118517502	1158.06044026804	2291.55576002
1015.90126801915	1615.40929361772	0.274376060462708	#B4EEB4	1537.65829852111	1679.3452134901	1395.97138355211	970.910638645125	2104.40595839709
1276.68024036392	1900.7950138017	-0.171163865136052	#B4EEB4	1949.2983738123	2090.98528878129	1807.6114588433	1382.55071393632	2516.04603368828
1615.02540568814	2778.35864190251	1.04096351525651	grey	2483.37682375855	2625.06373872755	2341.68990878956	1916.62916388257	3050.12448363453
852.690650183039	1386.0635673738	0.374182477204742	#B4EEB4	1280.03004571261	1421.7169606816	1138.34313074361	713.282385836627	1846.77770558859
307.249337307756	386.485030928935	-0.1149186031625	#B4EEB4	419.049955638217	560.736870607212	277.363040669222	-147.697704237763	985.797615514198
1301.72155733868	1747.47388630859	-0.85170974076047	grey	1988.82613754338	2130.51305251237	1847.13922257438	1422.0784776674	2555.57379741936
787.239771225282	1064.37932191687	-0.396424730064637	#B4EEB4	1176.71571595742	1318.40263092642	1035.02880098843	609.968056081443	1743.4633758334
793.597415059793	1258.97380116916	0.254866629846227	#B4EEB4	1186.75126814624	1328.43818311524	1045.06435317725	620.003608270261	1753.49892802222
1307.67141090901	1871.32018695218	-0.447810601087674	#B4EEB4	1998.21799206923	2139.90490703823	1856.53107710024	1431.47033219325	2564.96565194521
914.568097884697	1474.69817087318	0.342284476550734	#B4EEB4	1377.70370782468	1519.39062279368	1236.01679285569	810.956047948702	1944.45136770066
633.784686323639	883.809419051503	-0.178835040385748	#B4EEB4	934.486589372727	1076.17350434172	792.799674403732	367.738929496747	1501.23424924871
1054.39104392474	1560.47458412822	-0.133886374267134	#B4EEB4	1598.41447878081	1740.10139374981	1456.72756381182	1031.66681890483	2165.16213865679
958.332591268287	1291.39695234086	-0.54835369508697	grey	1446.78603907831	1588.4729540473	1305.09912410931	880.038379202328	2013.53369895429
1001.72925576997	1883.60260063669	1.2997489885879	grey	1515.28775178251	1656.9746667515	1373.60083681351	948.540091906527	2082.03541165849
1115.5841203379	1739.90052680093	0.158422064675134	#B4EEB4	1695.00785958725	1836.69477455625	1553.32094461826	1128.26019971127	2261.75551946323
888.801990462277	1379.32971379331	0.149265204658402	#B4EEB4	1337.03186107278	1478.71877604177	1195.34494610378	770.284201196796	1903.77952094876
1193.31296455565	1451.59696385666	-1.29195422081488	grey	1817.70297951352	1959.38989448252	1676.01606454453	1250.95531963754	2384.45063938951
933.854031454375	1532.73942709143	0.439676587581629	#B4EEB4	1408.14658853436	1549.83350350335	1266.45967356536	841.398928658375	1974.89424841034
1099.53458917471	1444.57716598612	-0.794344629285594	grey	1669.67364587745	1811.36056084645	1527.98673090846	1102.92598600147	2236.42130575343
1329.0517039448	1815.27324104635	-0.764691580557636	grey	2031.9668229503	2173.65373791929	1890.2799079813	1465.21916307432	2598.71448282628
1130.55444725014	1879.49990507954	0.567664832219275	grey	1718.63854745246	1860.32546242145	1576.95163248346	1151.89088757648	2285.38620732844
902.220524340632	1262.7906572093	-0.336736753933813	#B4EEB4	1358.21304085241	1499.89995582141	1216.52612588342	791.465380976433	1924.96070072839
1344.64228553533	1667.28897230236	-1.37375992596003	grey	2056.57658393698	2198.26349890597	1914.88966896798	1489.828924061	2623.32424381296
1298.05115678864	2301.05755716082	1.12228131134922	grey	1983.03240369597	2124.71931866496	1841.34548872697	1416.28474381999	2549.78006357195
1164.51908785242	1271.29724670013	-1.76782219774528	grey	1772.2517935246	1913.9387084936	1630.56487855561	1205.50413364862	2338.99945340058
1071.61952053343	1721.99158677207	0.340122892800566	#B4EEB4	1625.60965998958	1767.29657495858	1483.92274502059	1058.8620001136	2192.35731986556
811.628177188189	1420.8921155992	0.725823048508924	grey	1215.21285848596	1356.89977345496	1073.52594351697	648.465198609983	1781.96051836194
1408.195734559	1986.1000285064	-0.602722519122737	grey	2156.89581714008	2298.58273210908	2015.20890217108	1590.1481572641	2723.64347701606
819.922123855862	1318.7405960661	0.319139307670546	#B4EEB4	1228.30486816774	1369.99178313674	1086.61795319875	661.557208291762	1795.05252804372
1656.19989790497	2572.12592453517	0.0838295159877073	#B4EEB4	2548.37083352789	2690.05774849688	2406.68391855889	1981.62317365191	3115.11849340387
1459.78318785556	2397.79941236624	0.562764415338556	grey	2238.32670463894	2380.01361960793	2096.63978966994	1671.57904476296	2805.07436451492
929.289892269857	1490.75471599529	0.316940450586229	#B4EEB4	1400.9420866504	1542.62900161939	1259.2551716814	834.194426774417	1967.68974652638
692.073729907966	989.133839043444	-0.131847426130105	#B4EEB4	1026.4959491534	1168.18286412239	884.809034184403	459.748289277417	1593.24360902938
786.87803089021	1363.51545792336	0.661214021683884	grey	1176.14470819009	1317.83162315909	1034.4577932211	609.397048314113	1742.89236806607
1077.06511274696	1775.72214042239	0.499398986115023	#B4EEB4	1634.20553705983	1775.89245202882	1492.51862209083	1067.45787718385	2200.95319693581
925.992436461288	1201.67484786477	-0.68482752597017	grey	1395.7370467459	1537.42396171489	1254.0501317769	828.989386869918	1962.48470662188
895.73722018068	1063.44834347187	-1.00408280540595	grey	1347.97913361464	1489.66604858363	1206.29221864564	781.231473738659	1914.72679349062
714.514429820495	1103.82715272938	0.147891280392349	#B4EEB4	1061.91863419017	1203.60554915916	920.23171922117	495.170974314185	1628.66629406615
986.491682557324	1424.94504888095	-0.233931857033647	#B4EEB4	1491.23521515308	1632.92213012208	1349.54830018409	924.4875552771	2057.98287502906
764.528659162877	949.685166231857	-0.674660107700644	grey	1140.86618485736	1282.55309982636	999.17926988837	574.118524981384	1707.61384473335
499.617419023559	766.212264438345	0.15353904417516	#B4EEB4	722.703317445412	864.390232414407	581.016402476417	155.955657569431	1289.45097732139
885.932043913671	1064.89876057313	-0.944345795047026	grey	1332.50164530144	1474.18856027043	1190.81473033244	765.753985425457	1899.24930517742
1275.69898271823	1945.79374434258	-0.00690152833631857	#B4EEB4	1947.74945685967	2089.43637182867	1806.06254189068	1381.00179698369	2514.49711673565
827.395911217482	1116.10818931784	-0.437563573263204	#B4EEB4	1240.10225491479	1381.78916988378	1098.41533994579	673.354595038806	1806.84991479077
1182.38929666751	1965.01679983976	0.580705881359238	grey	1800.45995017148	1942.14686514047	1658.77303520248	1233.7122902955	2367.20761004746
514.635187513251	1256.85060950218	1.80130154463529	grey	746.408891925663	888.095806894658	604.721976956668	179.661232049683	1313.15655180164
983.331410342638	1291.8012667766	-0.686179994332497	grey	1486.24671979743	1627.93363476642	1344.55980482843	919.499059921446	2052.99437967341
1155.82216118304	1945.26607596315	0.658996622293003	grey	1758.52367918779	1900.21059415678	1616.83676421879	1191.7760193118	2325.27133906377
1090.34600865001	1800.54895852868	0.513030802850609	grey	1655.16945504874	1796.85637001773	1513.48254007974	1088.42179517276	2221.91711492472
1031.70285824468	1533.51544250595	-0.102640722034173	#B4EEB4	1562.60113701638	1704.28805198537	1420.91422204738	995.853477140397	2129.34879689236
807.788197508387	1120.95302145118	-0.311244063173989	#B4EEB4	1209.15144367825	1350.83835864725	1067.46452870926	642.403783802272	1775.89910355423
745.088696189925	1432.69458565238	1.13812350725695	grey	1110.18016845853	1251.86708342752	968.493253489531	543.432508582546	1676.92782833451
692.761362818526	638.05048058054	-1.37461846226236	grey	1027.5813789353	1169.26829390429	885.894463966301	460.833719059316	1594.32903881128
1035.29397913004	1424.30201037632	-0.508048740514095	grey	1568.26972777098	1709.95664273997	1426.58281280198	1001.52206789499	2135.01738764696
715.757615744559	786.267734885284	-0.979671519332502	grey	1063.8810053997	1205.5679203687	922.19409043071	497.133345523724	1630.62866527569
852.832766889799	1558.31183812391	0.981239026185972	grey	1280.25437718897	1421.94129215797	1138.56746221998	713.506717312991	1847.00203706495
923.172342340526	1346.61782698182	-0.157628162590839	#B4EEB4	1391.28552312127	1532.97243809027	1249.59860815228	824.537863245291	1958.03318299725
1553.15860156966	2224.80366246056	-0.567858719121156	grey	2385.7199625616	2527.4068775306	2244.03304759261	1818.97230268562	2952.46762243758
804.415029491362	1843.43143905031	2.25710520718614	#D0587E	1203.82689191699	1345.51380688599	1062.139976948	637.079232041013	1770.57455179297
1070.61597168546	1595.91650395066	-0.0991942424241727	#B4EEB4	1624.0255563342	1765.71247130319	1482.3386413652	1057.27789645821	2190.77321621018
1023.38825486911	1446.33251993037	-0.363985625547573	#B4EEB4	1549.47652068416	1691.16343565315	1407.78960571516	982.728860808176	2116.22418056014
711.443009760961	1127.13756466867	0.247260562357919	#B4EEB4	1057.07039212069	1198.75730708968	915.383477151691	490.322732244706	1623.81805199667
978.60757416292	1154.22643709339	-1.14535523233718	grey	1478.79013592029	1620.47705088929	1337.1032209513	912.04247604431	2045.53779579627
1433.365257527	2248.10841482492	0.181676835065799	#B4EEB4	2196.62595426131	2338.31286923031	2054.93903929232	1629.87829438533	2763.37361413729
1135.45121592376	1683.94418366965	-0.1497100911571	#B4EEB4	1726.36810558121	1868.0550205502	1584.68119061221	1159.62044570523	2293.11576545719
1012.36987659788	1612.25983940285	0.282933143783128	#B4EEB4	1532.08399083263	1673.77090580163	1390.39707586364	965.336330956651	2098.83165070861
873.250950298113	1113.4022982596	-0.702542708627856	grey	1312.48451629848	1454.17143126748	1170.79760132949	745.736856422503	1879.23217617446
384.025833537845	371.441981877179	-0.595678897796056	grey	540.241792558888	681.928707527883	398.554877589893	-26.5058673170921	1106.98945243487
1339.40116402425	1870.41881338114	-0.627738457340421	grey	2048.30346423706	2189.99037920606	1906.61654926807	1481.55580436108	2615.05112411304
561.807978722553	689.114053465274	-0.464958863597574	#B4EEB4	820.871227406534	962.558142375529	679.184312437539	254.123567530553	1387.61888728251
1221.9842532632	2092.78637323152	0.811033655261246	grey	1862.96066013153	2004.64757510053	1721.27374516254	1296.21300025555	2429.70832000751
1572.73107076525	2674.92571850949	0.911554106092401	grey	2416.61514027038	2558.30205523938	2274.92822530139	1849.8674803944	2983.36280014636
566.83205170846	818.869686954877	-0.0350492798424937	#B4EEB4	828.801735620413	970.488650589408	687.114820651418	262.054075744432	1395.54939549639
1210.53530061241	1744.01563880168	-0.355970870953274	#B4EEB4	1844.88846785008	1986.57538281907	1703.20155288108	1278.14080797409	2411.63612772606
921.34075317926	1316.20336368456	-0.254755326835722	#B4EEB4	1388.3943563471	1530.08127131609	1246.7074413781	821.646696471118	1955.14201622308
528.356752256354	806.382423955134	0.13520661909758	#B4EEB4	768.068406468486	909.755321437481	626.38149149949	201.320746592505	1334.81606634447
545.599703865475	837.780402538423	0.149957270423795	#B4EEB4	795.286436491385	936.97335146038	653.59952152239	228.538776615405	1362.03409636737
519.539147927622	837.315599444547	0.293484395622115	#B4EEB4	754.149802230072	895.836717199067	612.462887261077	187.402142354092	1320.89746210605
840.728043348909	1111.75627681411	-0.52718619994161	grey	1261.14704938202	1402.83396435102	1119.46013441303	694.399389506041	1827.894709258
561.47332450123	672.830708987781	-0.520557124709812	grey	820.342975118309	962.029890087304	678.656060149314	253.595315242328	1387.09063499429
1206.37503189275	2048.97808058834	0.743387645978505	grey	1838.32147621882	1980.00839118782	1696.63456124983	1271.57381634284	2405.0691360948
1630.0326821577	2335.32355101589	-0.606062619077816	grey	2507.06583656622	2648.75275153521	2365.37892159722	1940.31817669024	3073.8134964422
613.890857189446	981.44542482926	0.276529700789909	#B4EEB4	903.084144424817	1044.77105939381	761.397229455822	336.336484548836	1469.8318043008
1236.32165424255	1843.08837460316	-0.149992321744373	#B4EEB4	1885.59227327716	2027.27918824615	1743.90535830816	1318.84461340118	2452.33993315314
1230.71267230027	1654.49913002028	-0.784262100898849	grey	1876.7384852272	2018.42540019619	1735.0515702582	1309.99082535122	2443.48614510318
1099.66077368504	1767.70354240985	0.345235528905666	#B4EEB4	1669.87282835319	1811.55974332218	1528.18591338419	1103.12516847721	2236.62048822917
697.487017516898	1080.85150097394	0.161661603107721	#B4EEB4	1035.04083334739	1176.72774831638	893.353918378392	468.293173471407	1601.78849322337
964.164218010802	1726.20299825871	0.95355215396321	grey	1455.99127234453	1597.67818731353	1314.30435737554	889.24361246855	2022.73893222051
915.881399448926	1397.31401609879	0.0618873641391675	#B4EEB4	1379.7767566979	1521.4636716669	1238.08984172891	813.029096821923	1946.52441657388
1168.89685996614	1687.03613830905	-0.325104037886497	#B4EEB4	1779.16211465325	1920.84902962224	1637.47519968425	1212.41445477727	2345.90977452923
888.268373168851	1388.06154241435	0.183051473762073	#B4EEB4	1336.1895452186	1477.87646018759	1194.5026302496	769.441885342617	1902.93720509458
1293.09201600569	1702.51969420146	-0.962279039454894	grey	1975.20439108085	2116.89130604984	1833.51747611185	1408.45673120486	2541.95205095683
887.625742669896	1164.25980332612	-0.603144434810233	grey	1335.17515182408	1476.86206679308	1193.48823685509	768.427491948104	1901.92281170007
1315.8134396738	2075.77480973859	0.228336578165129	#B4EEB4	2011.070199069	2152.75711403799	1869.3832841	1444.32253919302	2577.81785894498
685.24689800018	961.246166755481	-0.192232345542766	#B4EEB4	1015.7197827499	1157.40669771889	874.032867780902	448.972122873917	1582.46744262588
621.953426572566	919.737950588357	0.0138581108249489	#B4EEB4	915.810924648186	1057.49783961718	774.124009679191	349.063264772205	1482.55858452417
1972.31198048272	2935.42362883969	-0.394993051020096	#B4EEB4	3047.35432250615	3189.04123747514	2905.66740753715	2480.60666263017	3614.10198238213
874.94272355187	1182.3115615729	-0.468792131821787	#B4EEB4	1315.15498341203	1456.84189838103	1173.46806844304	748.407323536054	1881.90264328802
1089.46827746221	1230.46468437684	-1.49385449782453	grey	1653.78395479547	1795.47086976446	1512.09703982647	1087.03629491949	2220.53161467145
1190.97090221015	1856.22334735055	0.148981003139078	#B4EEB4	1814.00602990303	1955.69294487202	1672.31911493403	1247.25837002705	2380.75368977901
854.865812287377	1434.62661996044	0.53344049801721	grey	1283.46354299327	1425.15045796227	1141.77662802428	716.715883117291	1850.21120286925
1155.05861329408	1474.8446728711	-0.996823682226148	grey	1757.31841747641	1899.00533244541	1615.63150250742	1190.57075760043	2324.06607735239
1110.68935821553	1962.51458101501	0.971272161130722	grey	1687.28146880325	1828.96838377224	1545.59455383425	1120.53380892727	2254.02912867923
935.385847707492	1480.10973629868	0.245418474522611	#B4EEB4	1410.56456323567	1552.25147820467	1268.87764826668	843.816903359693	1977.31222311165
1019.58791005759	1797.70992408517	0.897162079341355	grey	1543.47766958708	1685.16458455607	1401.79075461808	976.730009711095	2110.22532946306
989.779823878461	1293.23564156923	-0.717038375059903	grey	1496.42555212247	1638.11246709147	1354.73863715348	929.677892246491	2063.17321199845
1638.53556970485	2491.15961222813	-0.103495963544223	#B4EEB4	2520.48765980078	2662.17457476978	2378.80074483179	1953.7399999248	3087.23531967676
777.599171118152	1146.39596488947	-0.0532937234233308	#B4EEB4	1161.49801140759	1303.18492637659	1019.8110964386	594.75035153161	1728.24567128357
671.201119877601	1160.50316619276	0.589167565060154	grey	993.548496806421	1135.23541177542	851.861581837425	426.80083693044	1560.2961566824
1011.33651975132	1401.83286604445	-0.453887958467268	#B4EEB4	1530.45283519805	1672.13975016705	1388.76592022906	963.705175322072	2097.20049507403
1093.14422483294	4625.39967493978	10.4660801997118	#D0587E	1659.58644430928	1801.27335927827	1517.89952934028	1092.8387844333	2226.33410418526
1130.95704367305	1340.70373576079	-1.33593956417827	grey	1719.27404662768	1860.96096159668	1577.58713165869	1152.5263867517	2286.02170650366
862.490400186668	1138.2113117059	-0.555053573535191	grey	1295.49896865934	1437.18588362833	1153.81205369034	728.751308783357	1862.24662853532
681.002159808643	1046.51001644599	0.132300715801123	#B4EEB4	1009.01945590588	1150.70637087488	867.332540936889	442.271796029904	1575.76711578186
1378.95555282685	1927.16903076263	-0.647805434752183	grey	2110.740137863	2252.42705283199	1969.053222894	1543.99247798702	2677.48779773898
895.104883613934	1333.9434282586	-0.0460083450713094	#B4EEB4	1346.98098921057	1488.66790417957	1205.29407424157	780.233329334589	1913.72864908655
740.346141203988	1016.93401702094	-0.302639167173791	#B4EEB4	1102.69403691222	1244.38095188121	961.007121943223	535.946377036238	1669.4416967882
929.116129317671	1515.0602212088	0.403680254153793	#B4EEB4	1400.6678015189	1542.3547164879	1258.98088654991	833.920141642923	1967.41546139488
940.847231695434	1644.96850929306	0.796767795008904	grey	1419.18536765014	1560.87228261914	1277.49845268115	852.437707774163	1985.93302752612
1332.97608691409	1834.96384780963	-0.717065583425922	grey	2038.16146850176	2179.84838347075	1896.47455353276	1471.41380862578	2604.90912837774
1025.42118765916	1476.72446976979	-0.268059471067228	#B4EEB4	1552.68550873727	1694.37242370626	1410.99859376827	985.937848861285	2119.43316861325
1226.21613555536	2127.27645500698	0.909172738880064	grey	1869.64069391533	2011.32760888432	1727.95377894633	1302.89303403935	2436.38835379131
850.212394848322	835.533941435741	-1.55478074275654	grey	1276.1181152245	1417.80503019349	1134.4312002555	709.370455348515	1842.86577510048
1064.33359287448	1532.53283096357	-0.28787407494268	#B4EEB4	1614.10881011994	1755.79572508893	1472.42189515094	1047.36115024396	2180.85646999592
902.59422655275	1766.83219665779	1.43989748906235	grey	1358.8029304641	1500.4898454331	1217.1160154951	792.055270588119	1925.55059034008
1028.37505845207	1981.28060149096	1.49601818384235	grey	1557.34819907868	1699.03511404767	1415.66128410968	990.600539202695	2124.09585895466
731.390992606737	1128.40555358014	0.140617200923087	#B4EEB4	1088.5583187994	1230.2452337684	946.871403830406	521.81065892342	1655.30597867538
606.759540001608	737.417519879685	-0.544897980223048	grey	891.827347460965	1033.51426242996	750.14043249197	325.079687584985	1458.57500733695
1599.16401542439	2431.83750703467	-0.0935233989916633	#B4EEB4	2458.33959079576	2600.02650576475	2316.65267582676	1891.59193091978	3025.08725067174
1180.21264710173	1639.76409146318	-0.554956022232123	grey	1797.02410493025	1938.71101989925	1655.33718996126	1230.27644505427	2363.77176480623
624.618591512517	1227.49134372707	1.08504533220715	grey	920.017892283192	1061.70480725219	778.330977314197	353.270232407212	1486.76555215917
816.650224995874	1063.6788063532	-0.562724382961131	grey	1223.14016995239	1364.82708492138	1081.45325498339	656.392510076409	1789.88782982837
644.355974620807	1041.11628097296	0.317400142750852	#B4EEB4	951.173386898786	1092.86030186778	809.486471929791	384.425727022806	1517.92104677477
1659.64310466512	2613.43467191141	0.210424266608383	#B4EEB4	2553.8059415707	2695.4928565397	2412.11902660171	1987.05828169472	3120.55360144668
1393.72389293005	1939.08380725591	-0.688024656245908	grey	2134.05198918808	2275.73890415708	1992.36507421909	1567.3043293121	2700.79964906406
